temperature,humidity,light_level,hour_of_day,thermal_comfort,luminosity_comfort
13.93,49.59,170,17,cold,too_dark
26.51,48.0,0,19,hot,too_dark
25.36,76.16,337,13,hot,too_dark
15.92,80.21,0,23,cold,neutral
16.61,46.1,587,15,cold,neutral
24.62,52.3,308,1,neutral,too_bright
27.86,70.03,723,4,hot,too_bright
20.74,53.33,543,11,neutral,neutral
11.39,65.39,930,10,cold,too_bright
14.8,68.86,475,19,cold,neutral
28.84,46.25,98,16,neutral,too_dark
23.19,60.86,999,0,neutral,too_bright
22.2,50.81,320,10,neutral,neutral
32.64,35.33,786,13,hot,neutral
17.57,38.26,814,23,neutral,too_bright
28.8,45.84,1009,15,hot,too_bright
11.23,68.71,644,4,cold,too_bright
19.96,67.6,499,4,neutral,too_bright
22.58,66.55,444,7,neutral,neutral
21.0,61.47,426,9,cold,neutral
16.36,56.11,831,2,cold,too_bright
15.4,61.38,577,18,cold,neutral
24.48,63.14,60,1,neutral,neutral
29.35,61.65,345,1,hot,too_bright
23.82,34.64,1000,3,hot,too_bright
22.46,42.5,205,3,neutral,too_bright
31.95,36.36,465,13,hot,neutral
11.87,75.93,869,19,cold,too_bright
23.16,81.31,280,22,neutral,too_bright
12.03,24.35,706,19,cold,neutral
31.15,77.9,771,16,hot,neutral
23.37,58.55,336,14,neutral,neutral
12.99,67.45,901,7,cold,too_bright
13.39,62.11,436,9,cold,neutral
18.4,78.09,279,20,cold,too_bright
21.3,56.89,252,2,hot,too_bright
22.81,36.37,264,19,neutral,too_dark
14.05,54.02,571,19,cold,neutral
27.28,63.15,240,1,hot,too_bright
22.61,50.32,394,5,neutral,too_bright
21.54,65.67,703,7,neutral,neutral
25.1,57.88,901,21,neutral,too_bright
8.42,46.42,672,10,cold,neutral
10.3,39.82,535,18,cold,neutral
27.22,50.53,738,14,hot,neutral
22.26,55.78,362,1,neutral,too_bright
26.34,25.34,253,16,neutral,too_dark
23.62,42.97,761,15,neutral,neutral
28.61,20.8,147,20,hot,too_bright
15.31,47.32,956,22,neutral,too_bright
24.65,71.1,395,14,hot,neutral
8.1,38.57,872,21,cold,too_bright
33.3,64.03,114,3,hot,neutral
19.45,95.0,499,14,neutral,neutral
9.05,76.25,395,13,cold,neutral
17.16,60.85,349,4,cold,too_bright
17.41,67.53,549,12,cold,neutral
27.76,34.35,678,16,hot,neutral
29.31,34.53,959,9,hot,too_bright
19.75,53.6,811,15,neutral,neutral
16.2,61.08,255,17,neutral,too_dark
32.17,72.5,998,14,hot,too_bright
33.42,47.28,504,9,hot,neutral
14.17,57.99,465,6,cold,too_bright
20.32,57.2,0,15,neutral,too_dark
19.24,54.72,663,21,neutral,too_bright
29.29,54.27,870,11,hot,too_bright
15.31,44.11,284,12,cold,too_dark
11.69,59.98,842,21,cold,too_bright
31.39,59.23,101,7,hot,too_dark
14.74,50.67,973,19,cold,too_bright
25.2,64.37,249,6,neutral,too_bright
34.09,72.63,491,6,hot,too_bright
25.82,64.85,0,6,hot,neutral
31.47,36.56,889,1,hot,too_bright
13.98,55.84,526,11,cold,neutral
16.17,39.88,1023,8,cold,too_bright
23.46,57.2,404,5,neutral,too_bright
15.05,40.82,92,18,cold,too_dark
13.13,74.41,661,12,cold,neutral
26.43,68.78,162,4,neutral,neutral
16.81,75.27,625,4,cold,too_bright
29.61,71.36,70,19,hot,too_dark
19.99,53.11,193,6,neutral,neutral
16.34,48.26,648,9,cold,neutral
25.88,78.0,631,2,neutral,too_bright
33.0,50.16,127,19,hot,too_dark
15.42,34.29,206,8,cold,too_dark
31.38,71.7,870,16,hot,too_bright
32.92,56.77,3,9,hot,too_dark
25.26,79.96,250,19,hot,too_dark
28.53,62.31,1021,9,hot,too_bright
21.18,52.92,540,21,neutral,too_bright
21.09,82.14,41,17,neutral,too_dark
17.38,28.65,953,11,neutral,too_bright
9.01,49.92,384,11,cold,neutral
16.45,41.62,718,14,cold,neutral
23.08,21.61,659,16,neutral,neutral
21.59,68.08,393,16,neutral,neutral
34.65,45.04,379,0,hot,too_bright
22.89,71.58,556,6,neutral,too_bright
12.25,59.45,346,10,cold,neutral
20.89,62.98,156,12,hot,too_dark
20.69,45.41,722,2,neutral,too_bright
10.56,42.07,658,4,cold,too_bright
14.86,54.95,618,11,cold,neutral
18.14,67.25,780,10,neutral,too_bright
13.99,53.89,519,14,cold,neutral
19.83,42.24,894,1,neutral,too_bright
15.81,40.2,904,19,cold,too_bright
19.6,57.76,1010,7,neutral,too_bright
15.54,47.44,115,13,cold,too_dark
15.04,55.65,85,22,cold,neutral
24.05,55.47,450,9,hot,neutral
28.5,50.15,731,7,hot,neutral
22.57,58.91,252,6,neutral,neutral
18.08,61.17,99,15,cold,too_dark
31.34,85.16,0,22,hot,neutral
26.29,68.49,573,13,neutral,neutral
24.78,79.19,979,4,hot,too_bright
20.83,42.85,484,22,neutral,too_bright
23.74,31.41,754,1,neutral,too_bright
28.04,51.04,104,9,hot,too_dark
26.03,68.16,219,3,hot,too_bright
23.08,66.98,746,0,neutral,too_bright
16.2,73.08,414,23,neutral,too_bright
22.68,20.0,10,2,neutral,neutral
19.78,76.11,204,21,cold,too_bright
21.57,59.02,790,13,neutral,neutral
31.79,32.72,711,7,hot,neutral
17.59,65.94,831,20,neutral,too_bright
20.72,53.49,312,0,neutral,too_bright
38.55,60.34,976,16,hot,too_bright
27.63,67.92,977,18,hot,neutral
20.52,61.72,329,8,neutral,neutral
30.52,34.27,237,7,hot,too_dark
14.99,52.42,1023,0,cold,too_bright
32.25,28.94,313,0,hot,too_bright
28.71,65.2,496,1,hot,too_bright
15.58,80.86,932,10,cold,too_bright
15.56,32.03,299,12,cold,neutral
12.54,45.39,894,10,cold,too_bright
15.0,40.68,152,16,cold,too_dark
15.17,47.34,310,8,cold,neutral
18.27,60.98,435,18,neutral,neutral
23.12,47.67,492,15,neutral,neutral
38.8,65.99,237,22,hot,neutral
26.38,70.5,896,17,hot,too_bright
10.99,67.2,696,3,cold,too_bright
10.66,40.79,652,13,cold,neutral
17.55,78.05,748,15,neutral,neutral
15.97,75.78,628,0,cold,too_bright
24.1,78.39,628,1,neutral,too_bright
23.0,55.07,627,0,hot,too_bright
27.87,45.79,724,4,hot,too_bright
7.87,42.95,969,21,cold,too_bright
19.79,39.22,151,5,neutral,neutral
19.51,56.71,542,4,neutral,too_bright
11.18,70.54,171,10,cold,too_dark
20.44,73.91,159,9,neutral,too_dark
21.08,48.6,980,23,neutral,too_bright
20.66,50.13,516,2,neutral,too_bright
28.57,50.28,758,20,hot,too_bright
15.73,46.47,753,5,cold,too_bright
23.07,67.34,30,7,hot,too_dark
9.43,59.67,512,11,cold,neutral
16.62,55.91,245,23,cold,neutral
15.62,59.66,312,5,cold,too_bright
24.95,64.62,220,8,neutral,too_dark
16.66,59.45,667,15,cold,neutral
16.2,43.35,114,16,neutral,too_dark
32.28,68.51,505,8,hot,neutral
15.22,59.33,313,3,cold,too_bright
23.77,48.23,990,18,neutral,too_bright
25.27,55.75,819,21,hot,too_bright
32.39,57.97,337,14,hot,neutral
22.17,74.27,289,20,neutral,too_bright
28.2,38.02,717,6,hot,too_bright
18.31,76.49,654,20,neutral,too_bright
22.5,53.18,577,19,neutral,neutral
16.72,47.38,57,21,cold,neutral
27.08,46.07,129,22,hot,neutral
19.42,39.4,650,8,neutral,neutral
32.98,28.21,483,2,hot,too_bright
26.02,68.05,882,17,hot,too_bright
22.54,88.57,7,16,neutral,too_dark
16.78,31.21,176,15,cold,too_dark
27.19,39.92,815,15,hot,too_bright
12.66,63.62,965,0,cold,too_bright
22.26,51.52,746,16,neutral,neutral
21.68,70.42,64,11,neutral,too_dark
28.44,50.54,96,0,hot,neutral
15.15,45.41,921,20,cold,too_bright
14.46,51.92,540,0,cold,too_bright
22.3,20.0,520,5,neutral,too_bright
22.96,35.35,973,7,neutral,too_bright
20.09,66.55,294,18,neutral,too_dark
26.06,71.55,267,1,neutral,too_bright
29.94,76.61,726,9,hot,neutral
9.64,63.67,913,8,cold,too_bright
19.36,20.0,362,9,neutral,neutral
14.63,44.55,167,20,cold,neutral
21.41,74.63,107,7,neutral,too_dark
10.91,77.73,41,8,cold,too_dark
28.93,76.28,391,9,hot,neutral
14.59,52.35,544,9,cold,neutral
13.25,29.96,520,22,cold,too_bright
23.79,55.67,278,6,neutral,too_bright
22.06,55.48,647,2,neutral,too_bright
30.36,79.0,896,10,hot,too_bright
19.36,60.78,211,2,neutral,neutral
28.86,51.68,684,19,hot,neutral
22.61,53.59,526,21,neutral,too_bright
13.3,60.86,657,19,cold,neutral
33.82,59.75,0,19,hot,too_dark
24.0,43.71,675,10,neutral,neutral
24.77,40.83,779,16,neutral,neutral
14.06,76.35,674,9,cold,neutral
13.42,30.54,838,20,cold,too_bright
29.7,79.1,774,4,hot,too_bright
21.26,25.48,1015,3,neutral,too_bright
27.32,45.26,727,23,hot,too_bright
29.37,70.04,479,8,hot,neutral
13.13,51.9,828,7,cold,too_bright
19.43,38.18,694,16,neutral,neutral
26.93,59.92,589,8,hot,neutral
28.95,57.12,569,17,hot,neutral
30.44,51.92,350,10,hot,too_dark
19.37,43.33,585,18,neutral,neutral
13.37,57.07,445,1,cold,too_bright
16.27,48.43,165,17,neutral,too_dark
17.14,88.38,454,7,cold,neutral
22.84,51.25,956,10,neutral,too_bright
24.98,49.81,327,22,neutral,too_bright
13.74,42.73,735,11,cold,neutral
19.28,77.41,408,1,neutral,too_bright
10.45,28.75,303,11,cold,neutral
19.97,57.77,415,5,neutral,too_bright
23.99,49.32,1018,11,neutral,too_bright
29.36,31.02,91,5,hot,neutral
13.79,42.47,648,15,cold,neutral
20.96,57.97,822,5,neutral,too_bright
17.05,44.26,207,11,neutral,too_dark
25.85,59.25,823,22,neutral,too_bright
31.18,82.53,670,15,hot,neutral
26.43,54.18,328,17,hot,neutral
18.26,31.94,209,18,neutral,too_dark
21.88,42.57,955,22,neutral,too_bright
24.05,51.62,180,21,neutral,neutral
20.29,48.42,963,20,neutral,too_bright
20.76,56.28,648,8,neutral,neutral
29.97,58.9,859,14,hot,too_bright
29.51,80.36,333,19,hot,neutral
14.65,59.27,17,13,cold,too_dark
10.51,38.34,631,3,cold,too_bright
28.74,72.39,394,12,hot,neutral
10.46,71.43,539,5,cold,too_bright
20.58,56.02,444,16,neutral,neutral
20.26,50.88,346,20,neutral,too_bright
32.65,66.6,716,16,hot,neutral
26.63,51.44,500,13,neutral,neutral
24.13,23.85,651,14,hot,neutral
24.44,61.96,680,12,hot,neutral
15.84,64.9,683,10,cold,neutral
20.53,77.49,279,5,neutral,neutral
27.13,43.53,780,16,neutral,neutral
33.14,59.28,264,8,hot,too_dark
28.0,59.03,986,3,neutral,too_bright
21.3,54.35,818,19,neutral,too_bright
10.72,57.17,575,13,cold,neutral
19.01,52.97,199,12,cold,too_dark
29.8,58.61,903,12,hot,too_bright
27.08,65.98,598,1,hot,too_bright
23.08,76.39,838,12,neutral,neutral
18.15,41.92,20,13,neutral,too_dark
19.68,49.76,385,12,cold,neutral
19.86,47.83,254,0,neutral,too_bright
30.03,47.73,803,18,hot,neutral
28.02,25.16,491,14,hot,neutral
12.93,57.11,136,18,cold,too_dark
22.0,61.77,670,12,neutral,neutral
8.77,50.39,105,7,cold,too_dark
12.93,54.13,478,19,cold,neutral
18.18,59.79,984,8,cold,too_bright
14.69,73.72,454,10,cold,neutral
19.14,44.83,436,0,neutral,too_bright
21.58,38.89,62,3,neutral,neutral
24.04,52.52,465,2,neutral,too_bright
23.15,82.47,1005,10,neutral,too_bright
19.97,39.28,952,6,neutral,too_bright
17.36,64.86,983,7,neutral,too_bright
24.62,69.25,374,18,neutral,neutral
23.53,20.86,107,16,neutral,too_dark
25.06,64.12,262,19,hot,neutral
29.39,65.06,221,19,hot,too_dark
28.67,49.26,94,5,hot,neutral
15.11,42.36,753,14,cold,too_bright
14.15,44.34,544,20,cold,too_bright
27.37,50.28,712,7,hot,too_bright
13.92,53.32,219,9,cold,too_dark
33.13,46.12,711,12,hot,neutral
7.19,48.54,57,19,cold,too_dark
12.97,74.9,718,3,cold,too_bright
22.03,35.92,846,11,neutral,too_bright
20.26,32.19,271,5,neutral,too_bright
19.97,72.81,312,17,neutral,too_dark
23.21,54.46,417,5,neutral,too_bright
31.66,49.94,640,8,hot,neutral
13.8,54.75,562,8,cold,neutral
18.0,57.79,109,1,neutral,neutral
29.3,46.92,402,16,hot,neutral
23.0,63.43,505,6,neutral,too_bright
20.7,42.16,623,11,neutral,neutral
21.34,51.52,647,16,neutral,neutral
8.53,20.0,705,18,cold,neutral
15.62,73.1,424,22,cold,too_bright
31.23,51.05,488,3,hot,too_bright
28.29,63.96,314,15,hot,too_dark
8.87,63.06,299,7,cold,too_dark
17.88,66.64,315,18,cold,neutral
19.69,54.42,425,9,neutral,neutral
31.19,64.77,106,0,hot,neutral
24.4,38.39,207,20,neutral,too_bright
15.85,39.9,82,18,cold,too_dark
13.16,54.34,449,7,cold,neutral
24.83,45.22,503,20,neutral,too_bright
30.05,79.15,199,9,hot,too_dark
28.94,59.35,105,9,hot,too_dark
20.46,46.81,550,7,neutral,neutral
21.51,50.51,191,11,neutral,too_dark
32.47,55.71,949,23,hot,too_bright
14.84,51.33,124,1,cold,neutral
20.35,62.25,537,14,neutral,neutral
13.33,58.31,820,4,cold,too_bright
16.6,33.18,101,2,cold,neutral
24.55,23.83,474,1,neutral,too_bright
30.71,49.65,459,6,hot,too_bright
20.47,62.7,584,17,neutral,neutral
24.24,51.49,928,17,neutral,too_bright
29.18,72.3,596,19,hot,neutral
22.11,49.91,392,3,neutral,too_bright
9.84,75.88,453,2,cold,too_bright
27.93,72.41,654,23,hot,too_bright
15.97,69.58,285,22,cold,too_bright
13.11,35.16,719,16,cold,neutral
19.29,52.14,377,20,neutral,too_bright
13.3,72.62,42,19,cold,too_dark
10.85,57.33,559,13,cold,neutral
10.79,65.24,231,11,cold,too_dark
30.45,35.21,368,23,hot,too_bright
13.56,82.81,347,16,cold,too_dark
21.74,44.17,186,21,neutral,too_bright
25.65,24.87,311,4,neutral,too_bright
27.67,49.19,898,5,hot,too_bright
14.12,20.0,294,15,cold,too_dark
25.85,42.27,792,22,neutral,too_bright
30.26,94.67,402,14,hot,neutral
12.57,48.7,29,10,cold,too_dark
13.43,35.37,831,0,cold,too_bright
23.67,57.1,946,3,neutral,too_bright
25.15,42.05,243,5,hot,too_bright
11.78,67.31,190,4,cold,neutral
24.95,40.87,952,16,neutral,too_bright
12.62,56.91,72,16,cold,too_dark
20.42,38.16,865,9,neutral,too_bright
28.23,92.77,156,23,hot,neutral
28.13,61.68,890,9,hot,too_bright
14.9,54.07,925,10,cold,too_bright
13.49,53.98,269,12,cold,too_dark
16.37,47.44,200,13,cold,too_dark
20.39,43.38,66,4,neutral,neutral
12.98,43.14,805,7,cold,neutral
23.87,82.45,376,16,neutral,neutral
26.09,47.49,695,20,hot,too_bright
21.71,23.45,587,10,neutral,neutral
11.44,38.04,565,2,cold,too_bright
22.18,66.06,252,20,neutral,too_bright
31.07,52.0,358,13,hot,neutral
21.78,51.24,529,10,neutral,neutral
20.89,73.34,128,14,neutral,too_dark
29.85,41.87,371,19,hot,neutral
21.87,65.67,716,0,neutral,too_bright
21.26,44.68,417,8,neutral,neutral
15.5,61.35,419,22,cold,too_bright
8.32,48.55,896,7,cold,too_bright
30.59,55.79,548,23,hot,too_bright
11.67,62.76,746,6,cold,too_bright
20.13,66.55,64,11,neutral,too_dark
22.46,50.5,944,1,neutral,too_bright
23.17,50.68,739,17,neutral,neutral
29.58,80.62,858,5,hot,too_bright
26.09,64.21,732,20,hot,too_bright
14.82,50.97,577,3,cold,too_bright
18.34,45.69,513,2,neutral,too_bright
25.87,70.39,654,11,neutral,neutral
28.02,55.53,546,2,hot,too_bright
31.46,51.82,810,7,hot,too_bright
17.89,55.8,356,16,neutral,neutral
14.8,60.09,811,12,cold,too_bright
29.01,50.37,325,13,hot,too_dark
24.42,75.11,458,2,neutral,too_bright
31.09,77.78,94,16,hot,too_dark
30.99,62.11,870,2,hot,too_bright
22.63,77.97,706,13,neutral,neutral
20.86,54.86,290,18,neutral,too_dark
15.3,64.15,63,17,neutral,too_dark
19.31,69.3,889,8,neutral,too_bright
10.68,70.46,0,3,cold,neutral
33.99,67.3,482,19,hot,neutral
18.66,65.68,84,5,neutral,neutral
22.91,83.32,740,11,neutral,neutral
11.7,44.76,229,5,cold,neutral
19.52,52.63,437,0,neutral,too_bright
23.76,50.39,568,9,hot,neutral
24.6,48.82,405,13,neutral,neutral
17.51,25.06,689,18,cold,neutral
22.99,72.94,521,17,neutral,neutral
22.85,42.53,445,19,neutral,neutral
17.0,59.17,334,19,cold,neutral
27.76,32.41,456,9,neutral,neutral
21.95,64.27,295,8,neutral,too_dark
18.46,44.49,591,14,cold,neutral
29.5,38.38,835,11,hot,too_bright
22.18,61.67,633,7,neutral,neutral
29.73,44.01,27,0,hot,too_bright
27.96,48.77,884,11,hot,neutral
16.37,54.91,802,11,cold,neutral
29.23,64.64,874,22,hot,too_bright
21.07,46.09,71,19,cold,too_dark
26.57,39.27,821,6,hot,too_bright
32.52,53.02,483,2,hot,too_bright
10.33,62.99,874,18,cold,too_bright
23.64,79.47,811,11,neutral,too_bright
21.65,37.4,907,1,neutral,too_bright
31.23,50.15,138,18,hot,too_dark
25.45,68.93,578,8,hot,neutral
16.37,83.66,726,4,cold,too_bright
12.7,42.1,597,15,cold,neutral
20.47,42.35,824,18,neutral,neutral
10.74,58.17,746,18,cold,neutral
25.31,44.78,29,6,neutral,too_bright
21.39,42.39,230,14,neutral,too_dark
20.59,60.2,624,11,neutral,neutral
20.33,79.0,325,20,neutral,too_bright
20.18,36.5,414,4,cold,too_bright
17.97,77.53,913,19,neutral,too_bright
15.22,45.14,118,8,cold,too_dark
11.98,58.63,550,14,cold,neutral
22.7,79.73,299,12,neutral,neutral
20.94,63.06,49,8,neutral,too_dark
25.99,48.66,375,5,hot,too_bright
16.41,63.74,423,8,cold,neutral
15.08,50.13,445,14,cold,neutral
33.23,64.48,159,14,hot,too_dark
21.7,51.85,744,14,neutral,neutral
16.18,69.03,391,15,cold,neutral
19.58,33.07,576,1,neutral,too_bright
15.84,41.03,533,9,cold,neutral
20.69,33.29,564,7,neutral,neutral
17.27,51.06,526,9,neutral,neutral
26.32,33.9,263,9,hot,neutral
17.27,44.55,531,4,cold,too_bright
31.59,37.77,543,23,hot,too_bright
21.04,77.76,28,0,hot,neutral
23.56,37.25,746,14,neutral,neutral
20.52,36.56,438,11,neutral,neutral
31.23,57.53,271,16,hot,too_dark
20.04,79.99,11,19,cold,too_dark
29.34,55.54,274,15,hot,too_dark
24.69,55.7,422,18,neutral,neutral
24.92,74.01,851,6,neutral,too_bright
16.11,67.97,623,23,cold,too_bright
27.14,56.26,412,2,neutral,too_bright
27.32,44.62,144,16,hot,too_dark
11.5,62.17,313,3,cold,too_bright
17.77,33.06,905,5,cold,too_bright
14.28,42.99,184,19,cold,too_dark
21.48,77.43,621,16,neutral,neutral
14.55,77.14,486,15,cold,neutral
10.08,60.12,265,19,cold,too_dark
27.08,27.81,867,6,hot,too_bright
31.26,38.33,441,15,hot,neutral
12.59,42.85,660,4,cold,too_bright
26.35,50.97,91,11,hot,too_dark
19.74,39.85,955,9,cold,too_bright
32.04,49.07,53,14,hot,too_dark
27.33,80.29,345,1,hot,too_bright
20.45,64.94,920,0,neutral,too_bright
28.74,57.14,651,0,hot,too_bright
13.01,42.44,707,6,cold,too_bright
26.8,28.37,310,13,hot,too_dark
21.85,36.85,832,3,neutral,too_bright
23.69,31.98,950,23,neutral,too_bright
23.44,55.19,624,9,neutral,neutral
25.04,60.96,183,7,hot,too_dark
12.18,42.01,895,21,cold,too_bright
21.62,55.41,18,4,neutral,neutral
23.55,81.52,922,4,neutral,too_bright
35.63,86.44,29,9,hot,too_dark
32.03,65.84,44,1,hot,neutral
24.13,51.91,1,16,neutral,too_dark
19.44,69.9,181,18,neutral,too_dark
20.09,74.57,794,8,neutral,neutral
17.4,23.95,380,20,cold,too_bright
13.27,79.52,80,0,cold,neutral
21.48,44.03,288,12,neutral,too_dark
20.15,46.82,1008,17,neutral,neutral
20.92,49.84,527,9,neutral,neutral
26.06,58.39,754,22,neutral,too_bright
33.05,35.2,264,10,hot,neutral
10.84,50.87,495,22,cold,too_bright
26.91,64.26,799,15,hot,too_bright
17.66,56.92,684,5,cold,too_bright
19.04,58.35,0,19,neutral,too_dark
30.87,52.65,599,0,hot,too_bright
11.65,66.46,835,4,cold,too_bright
31.26,70.12,122,18,hot,too_dark
18.25,71.79,412,21,neutral,too_bright
27.64,61.9,655,9,hot,neutral
24.85,72.66,0,15,hot,too_dark
22.34,69.39,718,16,neutral,neutral
32.93,92.37,874,17,hot,too_bright
19.78,71.95,581,21,neutral,too_bright
22.16,52.45,437,2,neutral,too_bright
8.74,41.94,91,4,cold,neutral
27.83,50.48,764,22,hot,too_bright
22.06,47.77,996,13,neutral,too_bright
14.06,63.85,882,12,cold,too_bright
31.98,46.5,558,9,hot,neutral
27.97,72.68,62,8,hot,too_dark
19.41,34.58,304,5,neutral,too_bright
8.97,28.58,293,9,cold,too_dark
30.04,51.93,36,1,hot,neutral
10.28,41.4,134,7,cold,too_dark
13.19,37.24,591,23,cold,too_bright
31.86,45.96,83,3,hot,neutral
28.63,42.92,32,17,hot,too_dark
14.59,54.41,963,0,cold,too_bright
12.65,41.76,648,17,cold,neutral
18.54,50.12,828,6,neutral,too_bright
21.31,50.76,258,16,cold,too_dark
27.91,71.06,348,11,hot,too_dark
25.78,77.14,655,18,hot,neutral
20.42,56.69,683,16,neutral,neutral
28.61,58.37,369,13,hot,neutral
24.55,50.93,973,17,neutral,too_bright
27.41,63.52,742,23,hot,too_bright
10.8,58.23,204,14,cold,too_dark
19.56,75.54,73,4,neutral,neutral
13.77,25.31,8,2,cold,neutral
23.29,50.63,849,13,neutral,neutral
26.21,59.29,806,10,hot,neutral
30.47,54.28,471,14,hot,neutral
31.33,41.92,671,16,hot,neutral
15.28,35.44,926,4,cold,too_bright
23.73,68.96,185,17,neutral,too_dark
22.62,45.74,1023,23,neutral,too_bright
18.22,29.29,509,7,cold,neutral
25.67,69.21,436,22,neutral,too_bright
22.59,65.93,189,22,neutral,neutral
28.87,50.44,670,10,hot,neutral
9.42,43.43,583,19,cold,neutral
23.96,56.39,26,22,neutral,neutral
21.41,74.1,673,20,neutral,too_bright
23.63,34.59,123,9,neutral,too_dark
16.96,35.09,256,15,cold,too_dark
29.67,44.91,615,14,hot,neutral
24.13,54.08,809,9,neutral,neutral
20.93,48.62,133,15,neutral,too_dark
29.08,63.39,549,22,hot,too_bright
22.93,76.75,287,0,neutral,too_bright
26.03,60.76,741,21,hot,too_bright
14.76,63.5,811,8,cold,too_bright
17.72,56.26,669,19,cold,neutral
25.26,55.65,802,2,neutral,too_bright
29.14,33.23,460,21,hot,too_bright
27.3,41.1,654,10,neutral,neutral
24.34,29.73,289,21,neutral,too_bright
24.96,55.54,979,10,hot,too_bright
20.95,57.64,180,17,neutral,too_dark
28.82,29.88,947,14,hot,too_bright
26.24,56.06,765,4,neutral,too_bright
21.46,41.91,1011,5,neutral,too_bright
21.77,38.83,624,12,neutral,neutral
29.16,48.38,410,11,hot,neutral
32.24,38.95,323,14,hot,neutral
20.09,65.69,186,19,neutral,too_dark
16.8,51.98,951,18,cold,too_bright
20.24,68.08,148,1,neutral,neutral
27.87,45.73,857,11,hot,too_bright
30.92,49.43,717,3,hot,too_bright
16.75,81.58,158,12,neutral,too_dark
14.01,33.29,924,12,cold,too_bright
23.56,74.42,141,23,hot,neutral
36.62,81.14,167,9,hot,too_dark
17.73,67.01,518,10,cold,neutral
17.89,53.66,77,12,cold,too_dark
6.4,73.28,117,3,cold,too_bright
17.54,49.95,644,1,neutral,too_bright
12.87,42.49,952,17,cold,too_bright
25.82,45.08,43,7,neutral,too_dark
29.69,44.4,619,8,hot,neutral
23.49,43.14,603,23,neutral,too_bright
11.71,71.59,52,5,cold,neutral
17.03,42.96,177,21,cold,too_bright
25.1,56.1,450,15,neutral,neutral
22.99,33.57,702,6,neutral,too_bright
19.51,56.69,217,22,neutral,neutral
17.32,38.31,400,14,cold,neutral
22.82,38.38,499,7,neutral,neutral
30.19,52.46,740,10,hot,neutral
27.73,72.95,257,8,hot,too_dark
14.75,59.18,722,20,cold,too_bright
22.27,62.46,869,11,neutral,too_bright
33.42,55.25,650,0,hot,too_bright
17.66,49.66,709,16,neutral,neutral
25.81,66.01,176,18,neutral,too_dark
23.36,51.13,936,9,neutral,too_bright
27.24,70.35,300,22,hot,too_bright
21.07,73.82,186,10,neutral,too_dark
28.13,40.44,573,6,hot,too_bright
11.72,40.51,404,16,cold,neutral
16.03,48.23,445,3,cold,too_bright
30.76,35.53,779,23,hot,too_bright
20.43,48.75,535,16,neutral,neutral
20.0,71.1,365,7,neutral,neutral
32.75,39.64,834,1,hot,too_bright
30.4,73.9,364,14,hot,neutral
30.66,48.82,976,14,hot,neutral
22.61,90.6,966,19,hot,too_bright
27.65,46.35,441,6,hot,too_bright
23.56,53.99,769,5,hot,too_bright
20.44,41.26,718,9,neutral,neutral
20.88,45.51,860,19,neutral,too_bright
17.31,73.63,475,21,cold,too_bright
32.29,63.23,373,8,hot,neutral
12.12,70.05,277,1,cold,too_bright
13.87,33.62,593,2,cold,too_bright
30.67,66.45,593,13,hot,neutral
22.25,35.97,466,0,neutral,too_bright
30.88,33.85,262,17,hot,neutral
18.94,59.81,443,0,cold,too_bright
20.61,60.88,533,10,neutral,neutral
15.27,56.74,74,19,cold,too_dark
21.87,64.42,691,11,neutral,neutral
29.18,68.0,832,16,hot,neutral
18.75,77.63,314,8,neutral,neutral
15.36,40.27,434,19,cold,neutral
11.09,79.37,79,10,cold,too_dark
15.87,85.09,635,18,cold,neutral
10.1,49.64,429,22,cold,too_bright
35.62,27.83,874,9,hot,too_bright
22.42,31.44,949,5,neutral,too_bright
32.1,47.47,805,22,hot,too_bright
15.44,86.61,218,16,cold,too_dark
27.2,54.25,190,21,neutral,too_bright
28.95,46.89,458,9,hot,neutral
27.51,43.13,595,8,neutral,neutral
29.4,33.88,64,2,hot,neutral
29.51,70.93,549,18,hot,neutral
20.06,55.15,91,20,neutral,neutral
15.41,85.88,221,19,neutral,too_dark
24.68,62.76,347,6,neutral,too_bright
28.33,69.35,20,11,hot,too_dark
26.7,53.12,254,11,neutral,too_dark
28.64,39.91,621,2,neutral,too_bright
28.72,41.54,1023,0,hot,too_bright
25.36,32.27,804,8,neutral,neutral
26.35,68.63,352,12,hot,neutral
14.5,52.04,954,23,cold,too_bright
14.1,67.47,455,20,cold,too_bright
13.63,57.13,381,17,cold,neutral
18.52,53.88,892,23,cold,too_bright
22.36,36.85,377,18,neutral,neutral
29.32,59.27,766,12,hot,neutral
14.96,49.02,169,21,cold,neutral
32.87,69.78,347,22,hot,too_bright
18.39,42.79,1009,4,neutral,too_bright
19.01,61.13,291,6,neutral,too_bright
17.13,77.71,846,23,cold,too_bright
25.58,59.51,453,0,hot,too_bright
12.85,63.62,959,12,cold,too_bright
18.72,60.81,417,9,neutral,neutral
23.7,84.59,514,17,hot,neutral
23.57,60.43,392,22,neutral,too_bright
12.68,63.67,239,7,cold,too_dark
23.46,53.81,863,5,neutral,too_bright
10.38,46.86,583,7,cold,neutral
20.43,39.44,483,17,cold,neutral
12.63,73.79,426,8,cold,neutral
31.49,41.51,788,15,hot,neutral
23.15,66.43,396,8,hot,neutral
20.98,57.69,227,17,neutral,too_dark
11.1,64.86,104,1,cold,neutral
17.82,45.46,879,8,neutral,neutral
19.27,39.99,119,7,cold,too_dark
33.58,61.22,893,14,hot,too_bright
